Interval=	0,005 s
ExcelDateTime=	4,2821680721150136e+04	03/27/17 16:20:14,307372
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	LV Pressure	Aortic Pressure	Aortic Flow	LVAD Flow
168,49	9,872113	98,28492	4,718731	4,481276
168,495	17,97996	98,75413	4,725866	4,515656
168,5	25,06448	98,83234	4,818626	4,557403
168,505	31,75543	99,37976	4,911385	4,6102
168,51	38,83995	100,631	4,918521	4,683871
168,515	46,31806	101,8823	5,075498	4,785782
168,52	52,77285	103,3681	5,018416	4,902428
168,525	57,96817	104,6194	5,175393	5,036263
168,53	62,21889	105,8706	5,139717	5,178693
168,535	66,39088	107,2783	5,417995	5,340769
168,54	69,38213	108,8423	5,368048	5,499161
168,545	71,82235	110,0154	5,71768	5,661237
168,55	72,92439	110,641	5,674867	5,822085
168,555	74,26258	111,5794	6,074447	5,987844
168,56	75,2859	112,4396	5,967417	6,140097
168,565	75,7582	113,7691	6,352725	6,293577
168,57	76,15179	114,3165	6,302778	6,442147
168,575	76,15179	114,6293	6,623868	6,588261
168,58	75,91564	114,7857	6,66668	6,711045
168,585	75,60077	114,7075	6,937824	6,830146
168,59	75,44333	114,7857	6,966365	6,944336
168,595	75,04975	114,6293	7,266049	7,052386
168,6	74,26258	114,4729	7,351674	7,151842
168,605	73,47541	113,9255	7,572869	7,247614
168,61	72,84567	113,2999	7,572869	7,32988
168,615	71,82235	112,6743	7,829742	7,40355
168,62	70,79903	112,0486	7,858283	7,462487
168,625	69,53956	110,9538	7,993855	7,511601
168,63	68,35881	110,0936	7,936772	7,555803
168,635	67,17805	108,9987	8,143697	7,5865
168,64	65,83987	107,9821	8,029531	7,604917
168,645	64,42296	107,2783	8,250727	7,624563
168,65	63,16349	106,4962	8,193644	7,628246
168,655	61,353	105,5578	8,343487	7,629474
168,66	59,38508	104,6976	8,257863	7,629474
168,665	57,57459	103,9937	8,329216	7,620879
168,67	56,31511	103,8373	8,257863	7,61474
168,675	54,66206	103,8373	8,264998	7,602462
168,68	52,61542	103,2899	8,179374	7,585272
168,685	50,41134	102,8207	8,143697	7,561943
168,69	48,67957	102,7425	8,136562	7,530019
168,695	46,86908	102,5861	7,979584	7,494411
168,7	44,58629	102,5079	8,00099	7,461259
168,705	42,69708	102,5861	7,829742	7,42074
168,71	40,88659	102,8989	7,865418	7,383905
168,715	39,23354	103,5245	7,687035	7,32988
168,72	37,50176	103,8373	7,736982	7,279538
168,725	36,08486	104,0719	7,601411	7,214462
168,73	34,4318	104,3065	7,601411	7,137108
168,735	32,62131	104,1501	7,430162	7,059754
168,74	30,73211	103,6809	7,38735	6,986083
168,745	28,76418	103,6809	7,237508	6,902589
168,75	26,71754	103,7591	7,208967	6,826463
168,755	24,51347	103,7591	7,059124	6,752792
168,76	22,30939	104,0719	7,044854	6,681577
168,765	20,26275	104,3847	6,887876	6,599311
168,77	18,29483	104,6976	6,916418	6,510906
168,775	16,64177	104,854	6,673816	6,418818
168,78	13,72924	104,3847	6,773711	6,323046
168,785	9,163661	103,6809	6,509703	6,211312
168,79	3,49604	103,2899	6,616733	6,105717
168,795	-1,699279	102,9771	6,245695	5,980477
168,8	-6,028711	102,8207	6,288507	5,847869
168,805	-9,098672	102,2733	5,874657	5,706667
168,81	-11,14531	101,8823	5,974552	5,564237
168,815	-11,61761	101,3348	5,582108	5,416895
168,82	-11,14531	100,5528	5,710544	5,273237
168,825	-10,35814	100,3182	5,339506	5,127124
168,83	-9,492257	100,0836	5,396589	4,996972
168,835	-8,62637	99,92718	5,168258	4,877871
168,84	-7,524333	100,0054	5,161123	4,764909
168,845	-6,343579	100,5528	4,882844	4,664226
168,85	-4,926674	101,1784	4,818626	4,572137
168,855	-3,98207	101,7258	4,697325	4,491099
168,86	-2,801316	102,1169	4,625972	4,413745
168,865	-1,856712	102,8989	4,426182	4,341302
168,87	-1,14826	103,6809	4,397641	4,283593
168,875	-0,2823734	104,854	4,283475	4,239391
168,88	0,4260791	105,5578	4,254934	4,197644
168,885	0,583513	106,5744	4,105091	4,174315
168,89	0,8196639	107,5911	4,147904	4,160809
168,895	0,8196639	108,5295	3,983791	4,152214
168,9	1,213249	109,6243	4,069415	4,138707
168,905	1,291966	110,25	4,019467	4,122745
168,91	1,291966	110,0154	4,112227	4,100644
168,915	1,449399	110,0154	4,105091	4,076087
168,92	1,68555	110,0154	4,112227	4,050302
168,925	1,764267	110,4846	4,119362	4,035568
168,93	1,68555	110,8756	4,07655	4,02329
168,935	1,449399	110,9538	4,105091	4,009783
168,94	1,055815	110,7974	3,990926	3,993821
168,945	1,213249	110,5628	4,026603	3,982771
168,95	1,134532	110,1718	3,96952	3,963125
168,955	1,213249	109,5461	4,119362	3,94348
168,96	0,8983808	108,8423	3,96952	3,918923
168,965	0,8196639	108,6077	4,112227	3,902961
168,97	0,4260791	108,1385	3,990926	3,889455
168,975	0,4260791	108,1385	4,07655	3,883315
168,98	0,583513	108,0603	3,962385	3,882087
168,985	0,1899283	107,7475	4,097956	3,889455
168,99	0,2686452	107,2783	3,955249	3,882087
168,995	0,4260791	106,8872	4,105091	3,877176
169	0,66223	106,1052	4,07655	3,869809
169,005	0,2686452	105,5578	4,197851	3,859986
169,01	0,5047961	105,245	4,083685	3,844024
169,015	0,9770978	104,9322	4,233528	3,839113
169,02	1,213249	104,6194	4,083685	3,840341
169,025	1,449399	104,5411	4,147904	3,850163
169,03	1,449399	104,3847	3,983791	3,857531
169,035	1,449399	104,0719	4,190716	3,875948
169,04	1,213249	104,0719	3,976655	3,886999
169,045	1,055815	104,0719	4,204986	3,894366
169,05	0,9770978	103,7591	4,033738	3,894366
169,055	0,8196639	103,6027	4,27634	3,902961
169,06	0,583513	103,7591	4,005197	3,9091
169,065	0,66223	104,3065	4,240663	3,916467
169,07	0,4260791	104,5411	4,019467	3,927518
169,075	0,583513	104,6976	4,219257	3,944708
169,08	0,4260791	104,854	3,948114	3,956986
169,085	0,583513	104,7758	4,16931	3,965581
169,09	0,7409469	104,5411	3,998061	3,964353
169,095	0,8983808	104,2283	4,097956	3,965581
169,1	0,8196639	103,9155	4,097956	3,963125
169,105	0,7409469	103,6027	4,204986	3,965581
169,11	1,055815	103,8373	4,212122	3,980315
169,115	1,055815	104,0719	4,29061	3,995049
169,12	0,9770978	104,0719	4,240663	4,009783
169,125	1,055815	104,0719	4,312016	4,02329
169,13	1,134532	103,4463	4,269204	4,039252
169,135	0,8196639	103,0553	4,312016	4,05153
169,14	0,583513	102,7425	4,29061	4,061353
169,145	0,3473622	102,6643	4,347693	4,071176
169,15	-0,2823734	102,5861	4,312016	4,090821
169,155	-0,1249395	102,8207	4,411911	4,105555
169,16	0,1899283	102,9771	4,333422	4,117834
169,165	0,1899283	102,7425	4,340558	4,126429
169,17	0,4260791	102,1169	4,369099	4,135024
169,175	0,7409469	101,9605	4,340558	4,141163
169,18	0,66223	101,4912	4,411911	4,143619
169,185	0,7409469	101,1784	4,361964	4,153441
169,19	0,8983808	101,2566	4,440453	4,169403
169,195	0,9770978	101,2566	4,333422	4,184138
169,2	0,8983808	101,413	4,468994	4,201327
169,205	0,7409469	101,413	4,29061	4,209922
169,21	0,8196639	101,1784	4,447588	4,217289
169,215	0,583513	100,631	4,304881	4,216062
169,22	0,583513	100,1618	4,540348	4,220973
169,225	0,5047961	99,84897	4,376235	4,224657
169,23	0,583513	100,0054	4,540348	4,233251
169,235	0,66223	100,3182	4,433317	4,234479
169,24	0,8196639	100,3964	4,561754	4,24553
169,245	0,8983808	100,631	4,433317	4,250441
169,25	0,9770978	100,3182	4,540348	4,254125
169,255	0,9770978	100,1618	4,483265	4,252897
169,26	1,291966	100,1618	4,618836	4,260264
169,265	1,291966	99,92718	4,511806	4,255353
169,27	1,055815	99,53616	4,733002	4,256581
169,275	0,8983808	99,22335	4,604566	4,251669
169,28	0,66223	99,30155	4,740137	4,255353
169,285	0,03249436	99,37976	4,547483	4,261492
169,29	-0,5972413	99,61437	4,725866	4,263948
169,295	-1,620562	99,53616	4,476129	4,266403
169,3	-3,431052	99,37976	4,640242	4,274998
169,305	-5,477692	98,91054	4,404776	4,268859
169,31	-7,052031	98,83234	4,604566	4,266403
169,315	-8,390219	98,67593	4,390505	4,249213
169,32	-9,492257	98,44132	4,561754	4,233251
169,325	-9,964558	98,12851	4,397641	4,219745
169,33	-9,728408	97,8939	4,540348	4,202555
169,335	-9,177389	97,65929	4,404776	4,195188
169,34	-8,311502	97,65929	4,468994	4,187821
169,345	-7,288182	97,58109	4,354829	4,171859
169,35	-6,343579	97,58109	4,447588	4,168176
169,355	-4,611806	97,7375	4,440453	4,171859
169,36	-3,273618	97,65929	4,440453	4,176771
169,365	-2,486448	97,8157	4,511806	4,184138
169,37	-1,777996	97,7375	4,504671	4,195188
169,375	-1,069543	98,05031	4,540348	4,212378
169,38	-0,6759582	98,12851	4,518941	4,241846
169,385	-0,5972413	98,67593	4,511806	4,270087
169,39	-0,8333921	99,06695	4,504671	4,306922
169,395	-0,990826	99,45796	4,504671	4,344985
169,4	-1,620562	99,77077	4,554618	4,373226
169,405	-1,935429	99,77077	4,576024	4,395327
169,41	-2,565165	99,77077	4,675919	4,413745
169,415	-2,880033	99,53616	4,654513	4,423568
169,42	-3,273618	99,37976	4,711596	4,427251
169,425	-3,745919	99,14515	4,668784	4,430935
169,43	-3,98207	98,83234	4,647378	4,43953
169,435	-4,139504	98,91054	4,768679	4,451808
169,44	-4,218221	99,06695	4,640242	4,457947
169,445	-4,139504	99,06695	4,740137	4,470226
169,45	-4,139504	98,59773	4,683054	4,478821
169,455	-3,824636	98,28492	4,79722	4,478821
169,46	-2,092863	98,12851	4,604566	4,471454
169,465	2,315286	97,8939	4,825761	4,475137
169,47	9,163661	98,05031	4,647378	4,491099
169,475	17,19279	98,75413	4,861438	4,525479
169,48	24,51347	99,22335	4,70446	4,567226
169,485	31,12569	100,0836	4,989874	4,639669
169,49	38,21022	101,3348	4,840032	4,725618
169,495	45,53089	102,8207	5,082634	4,828757
169,5	52,14312	103,9937	5,11831	4,941719
169,505	57,41715	105,0104	5,368048	5,070643
169,51	61,90402	105,9488	5,282423	5,200794
169,515	65,91858	107,3565	5,62492	5,346908
169,52	69,14598	108,7641	5,596379	5,496705
169,525	71,50749	109,9371	5,846116	5,662465
169,53	72,92439	111,1884	5,789033	5,819629
169,535	74,10515	111,814	6,117259	5,979249
169,54	75,04975	112,8307	6,074447	6,136413
169,545	75,67948	114,0037	6,395537	6,29235
169,55	76,15179	114,2383	6,424079	6,438463
169,555	75,99435	114,5511	6,780846	6,580893
169,56	75,7582	114,7075	6,680951	6,714729
169,565	75,44333	114,7075	7,044854	6,839969
169,57	75,20718	114,5511	7,009177	6,957842
169,575	74,8136	114,9421	7,258914	7,070804
169,58	74,18386	114,6293	7,273185	7,176399
169,585	73,39669	113,9255	7,58714	7,266032
169,59	72,68824	113,2999	7,615681	7,334791
169,595	71,74364	112,4396	7,829742	7,393728
169,6	70,79903	111,6576	7,929637	7,440386
169,605	69,53956	110,4064	7,993855	7,478449
169,61	68,43753	109,6243	8,043802	7,512829
169,615	67,02062	108,5295	8,129426	7,548436
169,62	65,91858	107,7475	8,286404	7,58036
169,625	64,58039	107,3565	8,222186	7,592639
169,63	63,24221	106,5744	8,350622	7,609829
169,635	61,66787	105,8706	8,350622	7,623335
169,64	59,62123	105,0104	8,322081	7,633158
169,645	57,73202	104,3065	8,293539	7,622107
169,65	56,47255	103,9937	8,286404	7,604917
169,655	54,89821	103,9937	8,250727	7,591411
169,66	53,009	103,4463	8,186509	7,571765
169,665	50,72621	102,9771	8,165103	7,544753
169,67	48,75829	102,5861	8,143697	7,523879
169,675	46,86908	102,6643	8,015261	7,490728
169,68	45,05859	102,6643	7,979584	7,457576
169,685	42,7758	102,7425	7,779794	7,408462
169,69	40,88659	102,7425	7,808336	7,361804
169,695	38,99739	103,0553	7,580005	7,309006
169,7	37,50176	103,1335	7,651358	7,246386
169,705	36,00614	103,4463	7,408756	7,177627
169,71	34,19565	104,0719	7,508651	7,117462
169,715	32,38516	104,0719	7,258914	7,045019
169,72	30,65339	103,6027	7,337403	6,968893
169,725	28,92162	103,6027	7,023448	6,885399
169,73	27,18984	103,9155	7,166155	6,804361
169,735	24,74962	103,6027	6,852199	6,720868
169,74	22,46683	103,7591	6,944959	6,63983
169,745	20,57762	104,1501	6,702357	6,553881
169,75	18,53098	104,4629	6,723763	6,477754
169,755	16,87792	105,0104	6,531109	6,380755
169,76	14,35898	104,7758	6,573921	6,282527
169,765	9,714679	104,0719	6,502568	6,176932
169,77	4,047059	103,1335	6,474026	6,062742
169,775	-1,069543	102,8989	6,281372	5,939958
169,78	-5,477692	102,7425	6,295642	5,812262
169,785	-8,705087	102,4297	5,981687	5,680882
169,79	-10,90916	102,4297	5,960281	5,549503
169,795	-11,5389	102,1951	5,646326	5,411984
169,8	-11,22403	101,6476	5,653461	5,278149
169,805	-10,51558	101,1784	5,339506	5,144313
169,81	-9,570974	100,7874	5,368048	5,004339
169,815	-8,547653	100,1618	5,132581	4,869276
169,82	-7,681767	99,92718	5,125446	4,746491
169,825	-6,264862	100,1618	4,861438	4,637213
169,83	-5,005391	100,5528	4,875709	4,540213
169,835	-3,903353	101,4912	4,70446	4,449352
169,84	-2,880033	102,2733	4,604566	4,380593
169,845	-1,856712	102,9771	4,447588	4,314289
169,85	-1,226977	103,7591	4,433317	4,256581
169,855	-0,3610904	104,6194	4,354829	4,206239
169,86	0,2686452	105,3232	4,240663	4,171859
169,865	0,5047961	106,1052	4,247798	4,143619
169,87	0,583513	107,1218	4,126497	4,127657
169,875	0,7409469	108,0603	4,190716	4,127657
169,88	1,291966	109,3115	4,090821	4,128885
169,885	1,291966	110,25	4,190716	4,135024
169,89	1,134532	110,7192	4,105091	4,125201
169,895	1,370683	110,8756	4,090821	4,11415
169,9	1,528116	110,8756	4,040873	4,098188
169,905	1,606833	110,641	4,083685	4,071176
169,91	1,68555	110,9538	4,019467	4,04048
169,915	1,370683	110,7974	4,033738	4,013467
169,92	1,134532	110,641	4,012332	3,986454
169,925	1,055815	110,3282	4,012332	3,958214
169,93	1,134532	109,9371	3,962385	3,927518
169,935	0,9770978	109,4679	4,048009	3,911556
169,94	0,8983808	108,7641	3,96952	3,886999
169,945	0,66223	108,4513	4,097956	3,866125
169,95	0,3473622	108,1385	4,012332	3,851391
169,955	0,3473622	107,5911	4,283475	3,848936
169,96	0,5047961	107,6693	4,026603	3,837885
169,965	0,2686452	107,1218	4,233528	3,844024
169,97	0,3473622	106,809	4,048009	3,850163
169,975	0,4260791	106,809	4,247798	3,864898
169,98	0,5047961	106,418	4,033738	3,868581
169,985	0,5047961	105,8706	4,29061	3,866125
169,99	0,66223	105,4014	4,105091	3,86367
169,995	1,055815	104,9322	4,233528	3,861214
170	1,449399	104,4629	4,097956	3,852619
170,005	1,370683	103,9937	4,219257	3,855075
170,01	1,370683	103,7591	3,998061	3,862442
170,015	1,449399	103,8373	4,07655	3,878404
170,02	1,134532	104,3847	4,048009	3,889455
170,025	1,055815	104,3847	4,055144	3,899277
170,03	0,8196639	104,4629	3,983791	3,902961
170,035	0,66223	104,1501	4,147904	3,906644
170,04	0,583513	103,9155	4,033738	3,907872
170,045	0,7409469	103,9937	4,062279	3,921379
170,05	0,7409469	104,4629	4,040873	3,94348
170,055	0,583513	104,6976	4,155039	3,96067
170,06	0,5047961	105,0886	4,083685	3,977859
170,065	0,66223	105,3232	4,226392	3,998733
170,07	0,7409469	105,245	4,204986	4,0061
170,075	0,8983808	104,7758	4,283475	4,009783
170,08	0,8196639	104,2283	4,176445	4,009783
170,085	0,7409469	103,9155	4,297746	4,015923
170,09	0,8983808	103,9155	4,254934	4,024518
170,095	0,8983808	103,9937	4,254934	4,030657
170,1	0,9770978	104,2283	4,312016	4,04048
170,105	1,055815	104,0719	4,27634	4,052758
170,11	0,9770978	103,6027	4,340558	4,053986
170,115	0,8196639	102,9771	4,304881	4,056442
170,12	0,5047961	102,4297	4,419047	4,06872
170,125	0,1899283	102,3515	4,304881	4,078543
170,13	-0,1249395	102,2733	4,411911	4,090821
170,135	-0,04622259	102,5079	4,312016	4,099416
170,14	0,1112113	102,5079	4,411911	4,112923
170,145	0,2686452	102,5861	4,347693	4,121517
170,15	0,5047961	101,9605	4,419047	4,127657
170,155	0,66223	101,5694	4,326287	4,126429
170,16	0,8983808	101,413	4,390505	4,137479
170,165	0,9770978	101,1784	4,397641	4,138707
170,17	0,8196639	100,7874	4,504671	4,144847
170,175	0,9770978	100,9438	4,433317	4,152214
170,18	0,9770978	100,9438	4,561754	4,173087
170,185	0,8196639	100,9438	4,440453	4,187821
170,19	0,8196639	100,9438	4,483265	4,206239
170,195	0,583513	100,8656	4,376235	4,217289
170,2	0,5047961	100,631	4,468994	4,234479
170,205	0,5047961	100,3964	4,269204	4,236935
170,21	0,5047961	100,0836	4,426182	4,243074
170,215	0,5047961	99,69257	4,226392	4,246758
170,22	0,4260791	99,77077	4,397641	4,249213
170,225	0,7409469	99,84897	4,147904	4,249213
170,23	0,8196639	100,24	4,376235	4,265175
170,235	0,8983808	100,3964	4,18358	4,276226
170,24	0,9770978	100,5528	4,347693	4,29096
170,245	1,134532	100,5528	4,240663	4,29096
170,25	1,213249	100,3182	4,376235	4,294644
170,255	0,8983808	99,92718	4,262069	4,29096
170,26	0,583513	99,45796	4,390505	4,284821
170,265	0,2686452	99,45796	4,376235	4,274998
170,27	-0,4398074	99,37976	4,447588	4,274998
170,275	-1,384411	99,30155	4,504671	4,267631
170,28	-3,037467	99,14515	4,568889	4,260264
170,285	-5,162824	98,98874	4,58316	4,256581
170,29	-6,737163	99,14515	4,625972	4,24553
170,295	-8,232786	98,91054	4,568889	4,232024
170,3	-9,41354	98,36312	4,625972	4,202555
170,305	-10,20071	97,7375	4,533212	4,184138
170,31	-9,885842	97,58109	4,611701	4,168176
170,315	-9,256106	97,34648	4,561754	4,154669
170,32	-8,468936	97,26828	4,59743	4,147302
170,325	-7,445616	97,34648	4,540348	4,152214
170,33	-6,264862	97,34648	4,518941	4,155897
170,335	-4,611806	97,34648	4,533212	4,166948
170,34	-3,352335	97,7375	4,483265	4,176771
170,345	-2,565165	97,7375	4,454723	4,186593
170,35	-1,777996	97,7375	4,440453	4,196416
170,355	-1,14826	97,8939	4,561754	4,206239
170,36	-0,5972413	97,8939	4,440453	4,213606
170,365	-0,6759582	97,8939	4,561754	4,240619
170,37	-0,6759582	98,51953	4,426182	4,266403
170,375	-0,990826	98,91054	4,533212	4,293416
170,38	-1,384411	99,22335	4,312016	4,321656
170,385	-1,935429	99,53616	4,59743	4,351125
170,39	-2,565165	99,30155	4,447588	4,37077
170,395	-3,037467	99,37976	4,59743	4,385504
170,4	-3,352335	99,37976	4,504671	4,402694
170,405	-3,588485	99,22335	4,654513	4,426023
170,41	-4,139504	99,22335	4,483265	4,430935
170,415	-4,296938	99,30155	4,611701	4,446897
170,42	-4,218221	99,14515	4,618836	4,459175
170,425	-4,139504	99,14515	4,697325	4,464087
170,43	-4,060787	98,91054	4,58316	4,45672
170,435	-3,903353	98,28492	4,79722	4,455492
170,44	-2,407731	98,05031	4,69019	4,444441
170,445	1,606833	97,8157	4,79722	4,446897
170,45	8,612642	98,12851	4,661648	4,453036
170,455	16,40562	98,75413	4,847167	4,478821
170,46	23,80501	99,06695	4,654513	4,527935
170,465	30,41724	99,69257	4,875709	4,594238
170,47	37,50176	101,1002	4,768679	4,67896
170,475	45,05859	102,3515	4,989874	4,782099
170,48	51,74953	103,5245	4,825761	4,896288
170,485	57,181	104,3847	5,182529	5,021529
170,49	61,58915	105,4796	5,139717	5,150453
170,495	65,76115	106,809	5,389454	5,295338
170,5	69,06726	108,4513	5,489348	5,451275
170,505	71,50749	110,0154	5,73195	5,612123
170,51	72,84567	111,2666	5,73195	5,77911
170,515	74,10515	112,1268	5,93174	5,949781
170,52	75,04975	112,9871	6,045905	6,114312
170,525	75,83692	114,0819	6,152936	6,270248
170,53	76,15179	114,8639	6,288507	6,424957
170,535	75,99435	114,9421	6,502568	6,575982
170,54	76,07307	115,1767	6,688086	6,717184
170,545	75,67948	114,9421	6,852199	6,838741
170,55	75,52205	114,8639	6,980636	6,955387
170,555	75,04975	114,6293	7,116207	7,059754
170,56	74,57745	114,3165	7,194696	7,150614
170,565	73,79028	113,6127	7,430162	7,239019
170,57	72,84567	112,6743	7,530057	7,321285
170,575	71,90107	112,0486	7,622817	7,383905
170,58	71,03518	111,7358	7,736982	7,439158
170,585	69,77571	110,641	7,836877	7,482133
170,59	68,51624	109,7807	7,922501	7,527563
170,595	67,25677	109,0769	7,972449	7,566854
170,6	66,07602	108,4513	8,086614	7,595094
170,605	64,65911	107,9821	8,043802	7,618424
170,61	63,55707	107,3565	8,136562	7,636841
170,615	61,90402	106,5744	8,086614	7,645436
170,62	59,93609	105,7142	8,264998	7,651575
170,625	57,88945	104,5411	8,050937	7,644208
170,63	56,47255	104,2283	8,229321	7,638069
170,635	55,05564	104,2283	7,993855	7,620879
170,64	53,16644	103,6809	8,115156	7,609829
170,645	51,1198	103,2899	7,922501	7,591411
170,65	49,07316	103,2117	8,029531	7,570538
170,655	47,18395	103,0553	7,851148	7,537386
170,66	45,29474	103,1335	7,965313	7,504234
170,665	43,09067	103,2117	7,858283	7,457576
170,67	41,04403	102,8207	7,901095	7,406006
170,675	39,23354	102,8989	7,729847	7,342158
170,68	37,58048	103,1335	7,8012	7,285677
170,685	35,84871	103,2899	7,629952	7,218146
170,69	34,11693	103,9155	7,644223	7,149386
170,695	32,38516	104,3065	7,437298	7,076943
170,7	30,65339	103,6027	7,444433	7,0045
170,705	28,8429	103,5245	7,166155	6,928374
170,71	27,03241	103,7591	7,266049	6,848564
170,715	24,98577	103,8373	7,016312	6,766298
170,72	22,70298	104,0719	7,130478	6,686488
170,725	20,42018	104,3065	6,902147	6,604223
170,73	18,37354	104,6194	6,9735	6,512134
170,735	16,72049	104,5411	6,645274	6,41759
170,74	14,12283	104,4629	6,609598	6,315679
170,745	10,10826	103,9155	6,374131	6,207628
170,75	4,440644	103,3681	6,388402	6,094666
170,755	-0,8333921	103,2117	6,174342	5,980477
170,76	-5,241541	102,9771	6,13153	5,85892
170,765	-8,62637	102,4297	6,010229	5,71649
170,77	-10,83044	101,8823	5,881792	5,565465
170,775	-11,5389	101,3348	5,774762	5,415667
170,78	-11,30275	100,631	5,603514	5,256047
170,785	-10,43686	100,0836	5,525025	5,096427
170,79	-9,728408	99,61437	5,339506	4,949086
170,795	-8,705087	99,45796	5,232476	4,818934
170,8	-7,839201	99,61437	5,075498	4,705972
170,805	-6,343579	100,1618	5,025551	4,600378
170,81	-5,162824	100,8656	4,918521	4,503378
170,815	-3,98207	101,413	4,804355	4,426023
170,82	-3,116184	102,0387	4,733002	4,341302
170,825	-2,250297	102,6643	4,647378	4,271315
170,83	-1,305694	103,2899	4,568889	4,212378
170,835	-0,4398074	104,3847	4,568889	4,170631
170,84	0,1112113	105,4014	4,483265	4,137479
170,845	0,4260791	106,7308	4,411911	4,117834
170,85	0,5047961	107,7475	4,340558	4,108011
170,855	0,583513	108,7641	4,390505	4,104328
170,86	1,134532	109,7807	4,212122	4,088366
170,865	1,213249	110,3282	4,297746	4,078543
170,87	1,370683	110,4846	4,126497	4,066264
170,875	1,370683	110,641	4,212122	4,050302
170,88	1,764267	110,8756	3,933843	4,029429
170,885	1,606833	111,3448	4,162174	4,022062
170,89	1,606833	111,6576	3,96952	4,004872
170,895	1,449399	111,6576	4,190716	3,986454
170,9	1,134532	111,032	4,090821	3,955758
170,905	1,134532	110,4846	4,340558	3,932429
170,91	1,291966	109,7025	4,133633	3,901733
170,915	1,213249	109,1551	4,262069	3,869809
170,92	1,055815	108,2949	4,147904	3,841569
170,925	0,7409469	107,9821	4,190716	3,82929
170,93	0,4260791	108,0603	4,012332	3,810872
170,935	0,4260791	107,8257	4,133633	3,807189
170,94	0,4260791	107,7475	4,019467	3,802277
170,945	0,2686452	107,2	4,069415	3,803505
170,95	0,1899283	106,418	3,998061	3,8121
170,955	0,5047961	106,1834	4,119362	3,808417
170,96	0,5047961	105,5578	3,905302	3,805961
170,965	0,2686452	105,245	4,033738	3,813328
170,97	0,5047961	105,0104	3,933843	3,810872
170,975	1,055815	105,0886	4,083685	3,810872
170,98	1,370683	104,9322	4,012332	3,817012
170,985	1,213249	104,6976	4,204986	3,826834
170,99	1,134532	104,5411	4,097956	3,836657
170,995	1,291966	104,4629	4,162174	3,847708
171	1,134532	104,5411	4,07655	3,858758
171,005	0,8983808	104,5411	4,119362	3,866125
171,01	0,8196639	104,2283	4,055144	3,861214
171,015	0,7409469	104,1501	4,07655	3,86367
171,02	0,66223	104,1501	4,176445	3,871037
171,025	0,8983808	104,4629	4,055144	3,879632
171,03	0,8196639	104,5411	4,112227	3,899277
171,035	0,7409469	104,854	4,055144	3,918923
171,04	0,7409469	105,245	4,119362	3,942252
171,045	0,8983808	105,4014	4,040873	3,958214
171,05	0,7409469	105,0104	4,126497	3,968037
171,055	0,8196639	104,6976	4,026603	3,975404
171,06	0,8983808	104,3847	4,048009	3,981543
171,065	0,8983808	103,9937	4,026603	3,972948
171,07	0,7409469	103,8373	4,097956	3,975404
171,075	0,8983808	103,6809	4,083685	3,980315
171,08	1,055815	103,6809	4,140768	3,993821
171,085	0,8983808	103,6809	4,162174	4,0061
171,09	0,8196639	103,3681	4,240663	4,019606
171,095	0,8196639	103,1335	4,233528	4,036796
171,1	0,583513	102,8207	4,326287	4,047847
171,105	0,1112113	102,5079	4,247798	4,047847
171,11	-0,1249395	102,1951	4,390505	4,062581
171,115	0,03249436	101,8823	4,29061	4,06872
171,12	-0,04622259	102,0387	4,483265	4,079771
171,125	0,1899283	102,1951	4,304881	4,094505
171,13	0,4260791	102,2733	4,568889	4,119062
171,135	0,5047961	102,3515	4,354829	4,133796
171,14	0,8196639	102,0387	4,547483	4,147302
171,145	0,9770978	101,4912	4,390505	4,14853
171,15	0,7409469	101,022	4,576024	4,154669
171,155	0,8196639	100,7874	4,333422	4,152214
171,16	0,66223	100,4746	4,547483	4,154669
171,165	0,66223	100,4746	4,433317	4,164492
171,17	0,583513	100,631	4,4904	4,176771
171,175	0,5047961	100,5528	4,38337	4,18291
171,18	0,4260791	100,5528	4,433317	4,187821
171,185	0,2686452	100,0836	4,333422	4,19396
171,19	0,2686452	99,92718	4,376235	4,201327
171,195	0,3473622	99,61437	4,319152	4,201327
171,2	0,1899283	99,37976	4,397641	4,203783
171,205	0,3473622	99,30155	4,347693	4,21115
171,21	0,4260791	99,69257	4,411911	4,224657
171,215	0,66223	100,0054	4,369099	4,238163
171,22	0,8983808	100,3964	4,454723	4,251669
171,225	1,134532	100,3964	4,426182	4,263948
171,23	0,8983808	100,24	4,533212	4,268859
171,235	0,66223	99,77077	4,504671	4,267631
171,24	0,5047961	99,61437	4,576024	4,267631
171,245	0,03249436	99,37976	4,476129	4,270087
171,25	-0,3610904	99,22335	4,533212	4,265175
171,255	-1,305694	99,14515	4,540348	4,263948
171,26	-3,037467	98,98874	4,504671	4,26272
171,265	-5,084107	98,98874	4,511806	4,267631
171,27	-6,81588	99,06695	4,440453	4,26272
171,275	-8,232786	98,98874	4,518941	4,254125
171,28	-9,492257	98,28492	4,433317	4,241846
171,285	-10,04328	97,8157	4,511806	4,22834
171,29	-10,04328	97,50289	4,369099	4,202555
171,295	-9,177389	97,42468	4,468994	4,185365
171,3	-8,547653	97,19008	4,361964	4,174315
171,305	-7,760484	97,03367	4,497535	4,16572
171,31	-6,57973	97,19008	4,390505	4,154669
171,315	-5,084107	97,19008	4,447588	4,153441
171,32	-3,667202	97,50289	4,397641	4,157125
